merchant_key,location_key,merchant_id,merchant_name,merchant_category,merchant_size,opened_date_key
1076,3,MER001076,McDonald's - Alexandria #6,Restaurants,Enterprise,20240812
1077,4,MER001077,Jumia - Shubra El Kheima #1,E-commerce,Enterprise,20230415
1078,2,MER001078,Mobaco - Giza #4,Fashion,Mid-Market,20230927
1079,1,MER001079,Spinneys - Cairo #9,Grocery,Enterprise,20240811
1080,1,MER001080,Lulu Hypermarket - Cairo #8,Grocery,Enterprise,20240524
1081,1,MER001081,Metro Market - Cairo #7,Grocery,Enterprise,20240919
1082,1,MER001082,Seif Pharmacy - Cairo #8,Pharmacy,Enterprise,20241001
1083,2,MER001083,Concrete - Giza #1,Fashion,Mid-Market,20230117
1084,3,MER001084,Talabat - Alexandria #4,E-commerce,Enterprise,20240406
1085,17,MER001085,Spinneys - Sharm El Sheikh #1,Grocery,Enterprise,20241011
1086,15,MER001086,Ezabawy - Luxor #1,Pharmacy,Mid-Market,20240405
1087,1,MER001087,Kheir Zaman - Cairo #7,Grocery,Mid-Market,20240430
1088,12,MER001088,Spinneys - Ismailia #1,Grocery,Enterprise,20231215
1089,2,MER001089,LC Waikiki - Giza #3,Fashion,Enterprise,20240705
1090,19,MER001090,Noon - Fayoum #1,E-commerce,Enterprise,20230723
1091,1,MER001091,Max Fashion - Cairo #8,Fashion,Enterprise,20240613
1092,8,MER001092,Hyper One - Port Said #2,Grocery,Enterprise,20241128
1093,18,MER001093,KFC - Damanhur #2,Restaurants,Enterprise,20240909
1094,1,MER001094,LC Waikiki - Cairo #6,Fashion,Enterprise,20240921
1095,8,MER001095,Spinneys - Port Said #1,Grocery,Enterprise,20230623
1096,16,MER001096,El Ezaby Pharmacy - Aswan #1,Pharmacy,Enterprise,20230703
1097,13,MER001097,KFC - Sohag #2,Restaurants,Enterprise,20240222
1098,2,MER001098,KFC - Giza #5,Restaurants,Enterprise,20240829
1099,2,MER001099,Misr Petroleum - Giza #3,Fuel,Enterprise,20240209
1100,3,MER001100,BIM - Alexandria #2,Grocery,Enterprise,20240203
1101,3,MER001101,Max Fashion - Alexandria #6,Fashion,Enterprise,20240112
1102,1,MER001102,Seif Pharmacy - Cairo #9,Pharmacy,Enterprise,20231104
1103,1,MER001103,Kheir Zaman - Cairo #8,Grocery,Mid-Market,20240630
1104,1,MER001104,GAD - Cairo #8,Restaurants,Mid-Market,20240909
1105,1,MER001105,Max Fashion - Cairo #9,Fashion,Enterprise,20240926
1106,1,MER001106,Domino's Pizza - Cairo #8,Restaurants,Enterprise,20240410
1107,15,MER001107,Fathalla Market - Luxor #1,Grocery,Mid-Market,20240620
1108,1,MER001108,Pizza Hut - Cairo #9,Restaurants,Enterprise,20240129
1109,1,MER001109,Cook Door - Cairo #8,Restaurants,Mid-Market,20240402
1110,1,MER001110,Vodafone - Cairo #12,Telecom,Enterprise,20240805
1111,2,MER001111,GAD - Giza #4,Restaurants,Mid-Market,20231116
1112,12,MER001112,Kheir Zaman - Ismailia #1,Grocery,Mid-Market,20230824
1113,1,MER001113,Raya Shop - Cairo #4,Electronics,Mid-Market,20240111
1114,7,MER001114,Vodafone - Zagazig #2,Telecom,Enterprise,20230819
1115,3,MER001115,TotalEnergies - Alexandria #3,Fuel,Enterprise,20231003
1116,15,MER001116,Metro Market - Luxor #1,Grocery,Enterprise,20240914
1117,13,MER001117,Cook Door - Sohag #1,Restaurants,Mid-Market,20241105
1118,2,MER001118,B.TECH - Giza #1,Electronics,Enterprise,20231105
1119,7,MER001119,instashop - Zagazig #2,E-commerce,Mid-Market,20240522
1120,2,MER001120,Seif Pharmacy - Giza #8,Pharmacy,Enterprise,20230913
1121,8,MER001121,Amazon.eg - Port Said #1,E-commerce,Enterprise,20240904
1122,1,MER001122,LC Waikiki - Cairo #7,Fashion,Enterprise,20240314
1123,4,MER001123,Lulu Hypermarket - Shubra El Kheima #3,Grocery,Enterprise,20240527
1124,3,MER001124,Roshdy Pharmacy - Alexandria #5,Pharmacy,Mid-Market,20240603
1125,13,MER001125,Raya Shop - Sohag #1,Electronics,Mid-Market,20240629
1126,2,MER001126,Gourmet Egypt - Giza #4,Grocery,SME,20230613
1127,1,MER001127,El Ezaby Pharmacy - Cairo #10,Pharmacy,Enterprise,20230328
1128,5,MER001128,Max Fashion - Mansoura #1,Fashion,Enterprise,20240920
1129,16,MER001129,Pizza Hut - Aswan #1,Restaurants,Enterprise,20240426
1130,9,MER001130,Felfela - Asyut #2,Restaurants,SME,20240601
1131,10,MER001131,Hyper One - Minya #2,Grocery,Enterprise,20231230
1132,1,MER001132,Metro Market - Cairo #8,Grocery,Enterprise,20240725
1133,2,MER001133,Fathalla Market - Giza #7,Grocery,Mid-Market,20240419
1134,1,MER001134,Amazon.eg - Cairo #6,E-commerce,Enterprise,20230922
1135,15,MER001135,Hyper One - Luxor #1,Grocery,Enterprise,20240511
1136,1,MER001136,Buffalo Burger - Cairo #10,Restaurants,Mid-Market,20240501
1137,1,MER001137,Raya Shop - Cairo #5,Electronics,Mid-Market,20240930
1138,1,MER001138,El Ezaby Pharmacy - Cairo #11,Pharmacy,Enterprise,20240120
1139,11,MER001139,Misr Petroleum - Suez #1,Fuel,Enterprise,20241021
1140,1,MER001140,Roshdy Pharmacy - Cairo #10,Pharmacy,Mid-Market,20241121
1141,12,MER001141,Seoudi - Ismailia #1,Grocery,Mid-Market,20240930
1142,10,MER001142,Seif Pharmacy - Minya #2,Pharmacy,Enterprise,20241219
1143,15,MER001143,Seif Pharmacy - Luxor #2,Pharmacy,Enterprise,20241109
1144,3,MER001144,Mobaco - Alexandria #4,Fashion,Mid-Market,20241209
1145,15,MER001145,McDonald's - Luxor #1,Restaurants,Enterprise,20240324
1146,2,MER001146,GAD - Giza #5,Restaurants,Mid-Market,20230226
1147,3,MER001147,Hyper One - Alexandria #2,Grocery,Enterprise,20230313
1148,2,MER001148,B.TECH - Giza #2,Electronics,Enterprise,20231103
1149,9,MER001149,LC Waikiki - Asyut #1,Fashion,Enterprise,20240623
1150,2,MER001150,Buffalo Burger - Giza #4,Restaurants,Mid-Market,20241208
1151,2,MER001151,Roshdy Pharmacy - Giza #10,Pharmacy,Mid-Market,20241205
1152,1,MER001152,Carrefour - Cairo #6,Grocery,Enterprise,20240831
1153,2,MER001153,Kheir Zaman - Giza #3,Grocery,Mid-Market,20240130
1154,6,MER001154,Cook Door - Tanta #2,Restaurants,Mid-Market,20240511
1155,1,MER001155,Koshary Abou Tarek - Cairo #10,Restaurants,SME,20240802
1156,1,MER001156,Defacto - Cairo #8,Fashion,Enterprise,20230801
1157,13,MER001157,Starbucks - Sohag #1,Restaurants,Enterprise,20241014
1158,2,MER001158,Kheir Zaman - Giza #4,Grocery,Mid-Market,20241115
1159,6,MER001159,Hyper One - Tanta #2,Grocery,Enterprise,20231108
1160,1,MER001160,Carrefour - Cairo #7,Grocery,Enterprise,20230617
1161,1,MER001161,Emarat Misr - Cairo #9,Fuel,Enterprise,20240129
1162,9,MER001162,2B - Asyut #1,Electronics,Mid-Market,20240514
1163,1,MER001163,Noon - Cairo #7,E-commerce,Enterprise,20240806
1164,2,MER001164,Concrete - Giza #2,Fashion,Mid-Market,20240515
1165,2,MER001165,Wataniya - Giza #4,Fuel,Enterprise,20241110
1166,6,MER001166,Lulu Hypermarket - Tanta #3,Grocery,Enterprise,20241127
1167,3,MER001167,Roshdy Pharmacy - Alexandria #6,Pharmacy,Mid-Market,20230317
1168,2,MER001168,Gourmet Egypt - Giza #5,Grocery,SME,20230112
1169,1,MER001169,Fathalla Market - Cairo #8,Grocery,Mid-Market,20240219
1170,3,MER001170,Compu Me - Alexandria #3,Electronics,SME,20240817
1171,1,MER001171,Kheir Zaman - Cairo #9,Grocery,Mid-Market,20240421
1172,7,MER001172,Buffalo Burger - Zagazig #2,Restaurants,Mid-Market,20241014
1173,3,MER001173,ADNOC - Alexandria #2,Fuel,Enterprise,20230209
1174,3,MER001174,Hyper One - Alexandria #3,Grocery,Enterprise,20240416
1175,3,MER001175,2B - Alexandria #1,Electronics,Mid-Market,20231015
1176,2,MER001176,Spinneys - Giza #2,Grocery,Enterprise,20231030
1177,2,MER001177,Talabat - Giza #3,E-commerce,Enterprise,20240510
1178,2,MER001178,Raya Shop - Giza #4,Electronics,Mid-Market,20240802
1179,1,MER001179,Ezabawy - Cairo #9,Pharmacy,Mid-Market,20240404
1180,15,MER001180,Misr Petroleum - Luxor #1,Fuel,Enterprise,20230725
1181,1,MER001181,McDonald's - Cairo #20,Restaurants,Enterprise,20240717
1182,12,MER001182,Etisalat e& - Ismailia #1,Telecom,Enterprise,20230204
1183,1,MER001183,Amazon.eg - Cairo #7,E-commerce,Enterprise,20241125
1184,7,MER001184,ADNOC - Zagazig #2,Fuel,Enterprise,20230218
1185,1,MER001185,Shell - Cairo #5,Fuel,Enterprise,20240909
1186,17,MER001186,TotalEnergies - Sharm El Sheikh #2,Fuel,Enterprise,20240301
1187,14,MER001187,Kazyon - Hurghada #2,Grocery,Enterprise,20230110
1188,1,MER001188,2B - Cairo #6,Electronics,Mid-Market,20240423
1189,1,MER001189,Compu Me - Cairo #8,Electronics,SME,20240827
1190,10,MER001190,Emarat Misr - Minya #2,Fuel,Enterprise,20241203
1191,1,MER001191,Vodafone - Cairo #13,Telecom,Enterprise,20241123
1192,3,MER001192,Orange - Alexandria #3,Telecom,Enterprise,20240212
1193,3,MER001193,El Ezaby Pharmacy - Alexandria #6,Pharmacy,Enterprise,20240330
1194,2,MER001194,Carrefour - Giza #6,Grocery,Enterprise,20240103
1195,2,MER001195,Tradeline - Giza #2,Electronics,Mid-Market,20240527
1196,9,MER001196,Koshary Abou Tarek - Asyut #3,Restaurants,SME,20241110
1197,1,MER001197,Tradeline - Cairo #10,Electronics,Mid-Market,20241207
1198,3,MER001198,Roshdy Pharmacy - Alexandria #7,Pharmacy,Mid-Market,20241121
1199,2,MER001199,Carrefour - Giza #7,Grocery,Enterprise,20240810
1200,2,MER001200,Kazyon - Giza #2,Grocery,Enterprise,20240601
