account_key,account_id,location_key,currency,age_band,acquisition_channel,signup_date_key,customer_tier,account_status
37219,ACC00037219,6,EGP,45-54,Organic,20231201,Standard,Active
37220,ACC00037220,3,EGP,45-54,Google Ads,20231109,Standard,Active
37221,ACC00037221,8,EGP,35-44,Branch,20230302,Premium,Active
37222,ACC00037222,1,EGP,35-44,Paid Social,20230403,Premium,Active
37223,ACC00037223,2,EGP,18-24,Influencer,20240520,Standard,Dormant
37224,ACC00037224,6,EGP,45-54,Paid Social,20240415,Business,Active
37225,ACC00037225,4,EGP,35-44,Referral,20240918,Standard,Active
37226,ACC00037226,3,EGP,35-44,Branch,20230613,Standard,Active
37227,ACC00037227,9,EGP,45-54,Organic,20241117,Standard,Active
37228,ACC00037228,1,EGP,35-44,Organic,20240710,Standard,Active
37229,ACC00037229,3,EGP,25-34,Referral,20230510,Standard,Dormant
37230,ACC00037230,8,EGP,25-34,Google Ads,20231222,Standard,Active
37231,ACC00037231,4,EGP,35-44,Organic,20240409,Standard,Active
37232,ACC00037232,3,EGP,35-44,Referral,20241130,Standard,Active
37233,ACC00037233,1,EGP,25-34,Referral,20230302,Premium,Active
37234,ACC00037234,1,EGP,25-34,Google Ads,20231107,Standard,Active
37235,ACC00037235,13,EGP,25-34,Organic,20240125,Standard,Active
37236,ACC00037236,1,EGP,25-34,Referral,20241205,Standard,Active
37237,ACC00037237,2,EGP,25-34,Influencer,20230501,Standard,Active
37238,ACC00037238,18,EGP,35-44,Referral,20241014,Premium,Active
37239,ACC00037239,19,EGP,35-44,Google Ads,20240911,Business,Active
37240,ACC00037240,1,EGP,25-34,Paid Social,20240309,Standard,Active
37241,ACC00037241,9,EGP,25-34,Paid Social,20241113,Premium,Active
37242,ACC00037242,1,EGP,25-34,Organic,20231220,Standard,Active
37243,ACC00037243,2,EGP,45-54,Organic,20241021,Standard,Active
37244,ACC00037244,2,EGP,35-44,Organic,20231025,Business,Active
37245,ACC00037245,19,EGP,45-54,Paid Social,20230528,Standard,Active
37246,ACC00037246,1,EGP,25-34,Branch,20230819,Business,Active
37247,ACC00037247,2,EGP,25-34,Branch,20231024,Business,Active
37248,ACC00037248,2,EGP,45-54,Paid Social,20241217,Standard,Active
37249,ACC00037249,3,EGP,35-44,Google Ads,20240727,Standard,Active
37250,ACC00037250,2,EGP,25-34,Organic,20240411,Premium,Active
37251,ACC00037251,2,EGP,25-34,Organic,20240629,Standard,Active
37252,ACC00037252,4,EGP,35-44,Referral,20240610,Standard,Active
37253,ACC00037253,19,EGP,35-44,Paid Social,20240922,Premium,Active
37254,ACC00037254,2,EGP,35-44,Paid Social,20240826,Business,Active
37255,ACC00037255,1,EGP,45-54,Organic,20231113,Standard,Active
37256,ACC00037256,2,EGP,18-24,Organic,20241225,Standard,Active
37257,ACC00037257,5,EGP,25-34,Paid Social,20231021,Standard,Active
37258,ACC00037258,7,EGP,35-44,Partner,20240714,Standard,Active
37259,ACC00037259,10,EGP,45-54,Influencer,20241016,Standard,Active
37260,ACC00037260,7,EGP,55-64,Organic,20240926,Standard,Active
37261,ACC00037261,13,EGP,18-24,Partner,20230608,Standard,Active
37262,ACC00037262,1,EGP,25-34,Organic,20230919,Standard,Dormant
37263,ACC00037263,2,EGP,25-34,Referral,20240821,Standard,Active
37264,ACC00037264,1,EGP,18-24,Paid Social,20240319,Standard,Active
37265,ACC00037265,3,EGP,35-44,Paid Social,20230313,Premium,Closed
37266,ACC00037266,12,EGP,55-64,Google Ads,20240608,Business,Dormant
37267,ACC00037267,3,EGP,25-34,Branch,20240402,Standard,Active
37268,ACC00037268,2,EGP,55-64,Referral,20240225,Premium,Active
37269,ACC00037269,2,EGP,35-44,Paid Social,20230205,Standard,Dormant
37270,ACC00037270,9,EGP,18-24,Partner,20230823,Standard,Active
37271,ACC00037271,2,EGP,45-54,Organic,20240511,Premium,Dormant
37272,ACC00037272,2,EGP,18-24,Organic,20230825,Standard,Active
37273,ACC00037273,7,EGP,35-44,Referral,20231012,Standard,Active
37274,ACC00037274,3,EGP,45-54,Google Ads,20240131,Standard,Active
37275,ACC00037275,3,EGP,25-34,Paid Social,20231214,Premium,Dormant
37276,ACC00037276,1,EGP,35-44,Branch,20230730,Premium,Active
37277,ACC00037277,16,EGP,45-54,Google Ads,20241114,Standard,Active
37278,ACC00037278,3,EGP,45-54,Organic,20241005,Standard,Active
37279,ACC00037279,5,EGP,35-44,Partner,20240720,Standard,Active
37280,ACC00037280,19,EGP,45-54,Partner,20230105,Standard,Active
37281,ACC00037281,9,EGP,45-54,Organic,20240927,Business,Active
37282,ACC00037282,3,EGP,18-24,Branch,20231110,Standard,Active
37283,ACC00037283,5,EGP,35-44,Paid Social,20240723,Business,Active
37284,ACC00037284,10,EGP,45-54,Paid Social,20231203,Standard,Active
37285,ACC00037285,9,EGP,45-54,Paid Social,20231025,Standard,Active
37286,ACC00037286,1,EGP,45-54,Paid Social,20240907,Standard,Active
37287,ACC00037287,3,EGP,25-34,Branch,20231101,Standard,Dormant
37288,ACC00037288,2,EGP,45-54,Organic,20240925,Premium,Active
37289,ACC00037289,4,EGP,25-34,Paid Social,20240301,Standard,Active
37290,ACC00037290,1,EGP,35-44,Paid Social,20230618,Standard,Active
37291,ACC00037291,6,EGP,55-64,Organic,20240103,Standard,Active
37292,ACC00037292,2,EGP,45-54,Paid Social,20231111,Business,Active
37293,ACC00037293,1,EGP,25-34,Paid Social,20231214,Premium,Active
37294,ACC00037294,1,EGP,55-64,Referral,20231226,Standard,Active
37295,ACC00037295,3,EGP,35-44,Organic,20230506,Standard,Closed
37296,ACC00037296,3,EGP,25-34,Partner,20230830,Standard,Dormant
37297,ACC00037297,8,EGP,18-24,Branch,20241005,Standard,Active
37298,ACC00037298,2,EGP,25-34,Paid Social,20240226,Standard,Active
37299,ACC00037299,2,EGP,25-34,Paid Social,20230718,Standard,Suspended
37300,ACC00037300,17,EGP,25-34,Paid Social,20230508,Standard,Active
37301,ACC00037301,3,EGP,55-64,Referral,20240502,Business,Active
37302,ACC00037302,1,EGP,45-54,Organic,20241203,Standard,Active
37303,ACC00037303,1,EGP,18-24,Referral,20241028,Standard,Active
37304,ACC00037304,3,EGP,35-44,Branch,20240108,Standard,Active
37305,ACC00037305,1,EGP,35-44,Referral,20230419,Premium,Dormant
37306,ACC00037306,1,EGP,35-44,Organic,20230116,Standard,Active
37307,ACC00037307,2,EGP,18-24,Influencer,20240718,Standard,Active
37308,ACC00037308,1,EGP,18-24,Referral,20231103,Standard,Active
37309,ACC00037309,1,EGP,25-34,Influencer,20230627,Standard,Active
37310,ACC00037310,2,EGP,18-24,Paid Social,20241217,Standard,Active
37311,ACC00037311,3,EGP,25-34,Organic,20240110,Standard,Active
37312,ACC00037312,3,EGP,25-34,Paid Social,20230706,Standard,Active
37313,ACC00037313,1,EGP,65+,Paid Social,20240331,Standard,Active
37314,ACC00037314,2,EGP,18-24,Organic,20230112,Standard,Active
37315,ACC00037315,5,EGP,25-34,Organic,20240207,Standard,Active
37316,ACC00037316,5,EGP,35-44,Referral,20240507,Premium,Active
37317,ACC00037317,1,EGP,25-34,Google Ads,20240702,Standard,Active
37318,ACC00037318,10,EGP,18-24,Organic,20240418,Standard,Active
37319,ACC00037319,2,EGP,35-44,Organic,20231104,Premium,Active
37320,ACC00037320,4,EGP,65+,Referral,20241104,Standard,Active
37321,ACC00037321,3,EGP,45-54,Influencer,20241126,Standard,Active
37322,ACC00037322,3,EGP,25-34,Partner,20240804,Standard,Active
37323,ACC00037323,19,EGP,55-64,Referral,20240303,Standard,Active
37324,ACC00037324,1,EGP,65+,Organic,20240324,Standard,Active
37325,ACC00037325,1,EGP,35-44,Paid Social,20230717,Standard,Active
37326,ACC00037326,15,EGP,65+,Referral,20230821,Standard,Suspended
37327,ACC00037327,6,EGP,25-34,Referral,20231130,Standard,Active
37328,ACC00037328,4,EGP,55-64,Organic,20240801,Premium,Active
37329,ACC00037329,3,USD,35-44,Organic,20230818,Business,Active
37330,ACC00037330,2,EGP,25-34,Paid Social,20240621,Standard,Active
37331,ACC00037331,6,EGP,18-24,Google Ads,20240404,Standard,Active
37332,ACC00037332,12,EGP,18-24,Google Ads,20241202,Standard,Active
37333,ACC00037333,1,EGP,25-34,Paid Social,20240823,Premium,Suspended
37334,ACC00037334,3,EGP,45-54,Partner,20231014,Standard,Closed
37335,ACC00037335,1,EGP,35-44,Organic,20240210,Standard,Dormant
37336,ACC00037336,14,EGP,45-54,Organic,20230724,Premium,Active
37337,ACC00037337,12,EGP,45-54,Organic,20231013,Premium,Active
37338,ACC00037338,15,EGP,45-54,Google Ads,20230720,Standard,Active
37339,ACC00037339,3,EGP,18-24,Referral,20240212,Standard,Active
37340,ACC00037340,3,EGP,45-54,Organic,20240310,Standard,Active
37341,ACC00037341,2,EGP,25-34,Google Ads,20241122,Standard,Suspended
37342,ACC00037342,2,EGP,35-44,Google Ads,20240226,Standard,Dormant
37343,ACC00037343,3,EGP,18-24,Referral,20231118,Standard,Closed
37344,ACC00037344,3,EGP,25-34,Organic,20241106,Standard,Active
37345,ACC00037345,4,EGP,35-44,Organic,20231222,Standard,Active
37346,ACC00037346,19,EGP,25-34,Paid Social,20240415,Premium,Active
37347,ACC00037347,1,EGP,18-24,Organic,20240417,Standard,Active
37348,ACC00037348,3,EUR,65+,Organic,20230618,Standard,Active
37349,ACC00037349,13,USD,35-44,Organic,20240630,Business,Active
37350,ACC00037350,5,USD,35-44,Google Ads,20231119,Standard,Closed
37351,ACC00037351,5,EGP,18-24,Organic,20240126,Premium,Active
37352,ACC00037352,1,EGP,18-24,Organic,20241217,Premium,Active
37353,ACC00037353,1,EGP,35-44,Branch,20240703,Standard,Active
37354,ACC00037354,2,EGP,45-54,Paid Social,20240315,Business,Active
37355,ACC00037355,1,EGP,18-24,Google Ads,20231120,Standard,Active
37356,ACC00037356,2,EGP,65+,Branch,20240729,Standard,Active
37357,ACC00037357,17,EGP,35-44,Branch,20241220,Premium,Active
37358,ACC00037358,8,EGP,25-34,Referral,20231116,Standard,Active
37359,ACC00037359,1,EGP,35-44,Organic,20240615,Standard,Active
37360,ACC00037360,1,EGP,25-34,Organic,20230827,Standard,Suspended
37361,ACC00037361,3,EGP,35-44,Referral,20230420,Standard,Dormant
37362,ACC00037362,2,EGP,55-64,Organic,20240217,Standard,Active
37363,ACC00037363,1,EGP,25-34,Influencer,20231230,Premium,Active
37364,ACC00037364,2,USD,35-44,Branch,20241107,Business,Active
37365,ACC00037365,1,AED,18-24,Organic,20230722,Premium,Active
37366,ACC00037366,3,EGP,45-54,Referral,20241029,Standard,Active
37367,ACC00037367,1,EGP,35-44,Referral,20240820,Standard,Active
37368,ACC00037368,4,EGP,25-34,Partner,20241107,Premium,Active
37369,ACC00037369,1,EGP,55-64,Referral,20240212,Standard,Active
37370,ACC00037370,1,EGP,35-44,Organic,20231024,Standard,Active
37371,ACC00037371,4,EGP,18-24,Organic,20241004,Standard,Active
37372,ACC00037372,1,EGP,35-44,Referral,20241215,Premium,Active
37373,ACC00037373,1,EGP,35-44,Google Ads,20230109,Standard,Active
37374,ACC00037374,18,EGP,35-44,Organic,20240729,Standard,Active
37375,ACC00037375,1,EGP,55-64,Paid Social,20230928,Standard,Active
37376,ACC00037376,1,EGP,18-24,Google Ads,20240708,Standard,Suspended
37377,ACC00037377,3,EGP,25-34,Referral,20241114,Standard,Active
37378,ACC00037378,3,EGP,18-24,Referral,20240707,Standard,Suspended
37379,ACC00037379,2,EGP,35-44,Organic,20230910,Premium,Dormant
37380,ACC00037380,16,EGP,25-34,Google Ads,20230820,Standard,Dormant
37381,ACC00037381,3,EGP,35-44,Influencer,20230824,Standard,Active
37382,ACC00037382,2,EGP,25-34,Referral,20240203,Standard,Active
37383,ACC00037383,1,EGP,18-24,Referral,20241116,Standard,Suspended
37384,ACC00037384,3,EGP,25-34,Organic,20240811,Standard,Active
37385,ACC00037385,2,EGP,25-34,Paid Social,20230907,Standard,Dormant
37386,ACC00037386,3,EGP,25-34,Influencer,20230531,Standard,Dormant
37387,ACC00037387,16,EGP,25-34,Google Ads,20240310,Premium,Active
37388,ACC00037388,1,EGP,45-54,Organic,20230126,Premium,Active
37389,ACC00037389,1,EGP,35-44,Influencer,20231009,Standard,Dormant
37390,ACC00037390,8,EGP,65+,Influencer,20230308,Standard,Active
37391,ACC00037391,2,USD,25-34,Organic,20230908,Business,Active
37392,ACC00037392,3,EGP,45-54,Referral,20240726,Standard,Active
37393,ACC00037393,2,EGP,35-44,Referral,20230921,Standard,Active
37394,ACC00037394,1,EGP,25-34,Organic,20230901,Standard,Active
37395,ACC00037395,2,EGP,45-54,Google Ads,20240711,Premium,Active
37396,ACC00037396,1,EGP,25-34,Referral,20240924,Standard,Active
37397,ACC00037397,19,EGP,45-54,Branch,20240717,Premium,Active
37398,ACC00037398,3,EGP,18-24,Organic,20241108,Standard,Active
37399,ACC00037399,1,EGP,25-34,Referral,20230517,Business,Active
37400,ACC00037400,1,EGP,18-24,Referral,20230128,Standard,Active
37401,ACC00037401,1,EGP,35-44,Organic,20240204,Standard,Active
37402,ACC00037402,2,EGP,25-34,Organic,20231108,Standard,Active
37403,ACC00037403,2,EGP,25-34,Branch,20241005,Standard,Active
37404,ACC00037404,9,EGP,18-24,Referral,20230723,Standard,Active
37405,ACC00037405,1,EGP,35-44,Google Ads,20240222,Standard,Active
37406,ACC00037406,2,EGP,45-54,Influencer,20240505,Standard,Active
37407,ACC00037407,2,EGP,55-64,Partner,20241031,Standard,Active
37408,ACC00037408,3,EGP,55-64,Google Ads,20241101,Standard,Active
37409,ACC00037409,18,EGP,45-54,Referral,20230921,Standard,Active
37410,ACC00037410,1,USD,25-34,Referral,20240429,Business,Active
37411,ACC00037411,1,EGP,25-34,Referral,20240802,Standard,Active
37412,ACC00037412,3,EGP,45-54,Paid Social,20241122,Standard,Active
37413,ACC00037413,3,EGP,65+,Influencer,20240706,Standard,Active
37414,ACC00037414,2,EGP,35-44,Organic,20240112,Standard,Active
37415,ACC00037415,11,EGP,45-54,Organic,20230827,Standard,Active
37416,ACC00037416,1,EGP,25-34,Paid Social,20230603,Standard,Active
37417,ACC00037417,1,EGP,35-44,Organic,20231105,Standard,Active
37418,ACC00037418,10,EGP,18-24,Organic,20241108,Standard,Active
37419,ACC00037419,8,EGP,25-34,Referral,20241112,Standard,Active
37420,ACC00037420,4,EGP,25-34,Organic,20240520,Standard,Active
37421,ACC00037421,3,EGP,18-24,Organic,20240509,Standard,Active
37422,ACC00037422,1,EGP,35-44,Google Ads,20230516,Premium,Active
37423,ACC00037423,1,EGP,35-44,Paid Social,20240402,Premium,Active
37424,ACC00037424,1,EGP,65+,Branch,20231023,Standard,Suspended
37425,ACC00037425,2,EGP,25-34,Organic,20230506,Standard,Active
37426,ACC00037426,2,EGP,65+,Referral,20231208,Business,Active
37427,ACC00037427,3,USD,55-64,Influencer,20240928,Premium,Active
37428,ACC00037428,1,EGP,25-34,Partner,20230206,Standard,Active
37429,ACC00037429,6,EGP,18-24,Referral,20240121,Standard,Active
37430,ACC00037430,1,EGP,35-44,Organic,20240224,Standard,Active
37431,ACC00037431,2,EGP,45-54,Organic,20240411,Business,Active
37432,ACC00037432,14,EGP,55-64,Organic,20241019,Standard,Closed
37433,ACC00037433,17,EGP,25-34,Organic,20231003,Standard,Active
37434,ACC00037434,5,EGP,25-34,Paid Social,20240123,Standard,Active
37435,ACC00037435,7,EGP,25-34,Paid Social,20230402,Standard,Active
37436,ACC00037436,3,EGP,55-64,Paid Social,20240204,Standard,Active
37437,ACC00037437,2,EGP,25-34,Influencer,20241209,Premium,Active
37438,ACC00037438,1,EGP,25-34,Partner,20240213,Standard,Active
37439,ACC00037439,3,EGP,18-24,Organic,20241226,Business,Active
37440,ACC00037440,7,EGP,35-44,Referral,20230809,Standard,Active
37441,ACC00037441,2,EGP,18-24,Referral,20230709,Standard,Active
37442,ACC00037442,17,EGP,25-34,Paid Social,20241028,Standard,Active
37443,ACC00037443,2,EGP,35-44,Branch,20240408,Standard,Active
37444,ACC00037444,3,EGP,25-34,Organic,20240703,Premium,Active
37445,ACC00037445,2,EGP,35-44,Paid Social,20230626,Standard,Active
37446,ACC00037446,3,EGP,25-34,Branch,20241130,Standard,Active
37447,ACC00037447,15,EGP,55-64,Paid Social,20241213,Standard,Active
37448,ACC00037448,1,EGP,18-24,Organic,20230528,Standard,Active
37449,ACC00037449,1,EGP,35-44,Organic,20240917,Premium,Active
37450,ACC00037450,14,EGP,25-34,Influencer,20241228,Standard,Active
37451,ACC00037451,6,EGP,25-34,Organic,20230712,Standard,Active
37452,ACC00037452,1,EGP,35-44,Referral,20241212,Standard,Active
37453,ACC00037453,5,EGP,25-34,Organic,20240224,Standard,Active
37454,ACC00037454,16,EGP,25-34,Paid Social,20240704,Business,Active
37455,ACC00037455,1,EGP,25-34,Partner,20241205,Standard,Active
37456,ACC00037456,4,EGP,25-34,Referral,20240914,Standard,Active
37457,ACC00037457,1,EGP,25-34,Organic,20231223,Standard,Dormant
37458,ACC00037458,4,EGP,25-34,Organic,20241211,Standard,Active
37459,ACC00037459,13,EGP,25-34,Branch,20230620,Standard,Dormant
37460,ACC00037460,9,EGP,35-44,Organic,20230403,Business,Active
37461,ACC00037461,1,EGP,25-34,Branch,20231116,Standard,Active
37462,ACC00037462,8,EGP,25-34,Referral,20230425,Standard,Active
37463,ACC00037463,2,EGP,45-54,Referral,20241029,Premium,Active
37464,ACC00037464,19,EGP,35-44,Organic,20241019,Premium,Active
37465,ACC00037465,10,EGP,25-34,Branch,20241110,Standard,Active
37466,ACC00037466,1,EGP,25-34,Branch,20240409,Standard,Active
37467,ACC00037467,7,EGP,25-34,Organic,20240710,Business,Active
37468,ACC00037468,19,EGP,55-64,Organic,20240202,Standard,Active
37469,ACC00037469,1,EGP,25-34,Google Ads,20240810,Standard,Closed
37470,ACC00037470,1,EGP,25-34,Referral,20241107,Business,Active
37471,ACC00037471,1,EGP,35-44,Influencer,20230408,Standard,Active
37472,ACC00037472,1,EGP,18-24,Referral,20240521,Standard,Active
37473,ACC00037473,1,EGP,25-34,Branch,20240617,Premium,Active
37474,ACC00037474,3,EGP,25-34,Branch,20240705,Business,Active
37475,ACC00037475,1,EGP,35-44,Organic,20230817,Premium,Active
37476,ACC00037476,1,EGP,35-44,Organic,20241211,Standard,Active
37477,ACC00037477,3,EGP,25-34,Branch,20240501,Standard,Active
37478,ACC00037478,2,EGP,25-34,Referral,20240218,Premium,Active
37479,ACC00037479,3,EGP,35-44,Paid Social,20240119,Premium,Active
37480,ACC00037480,1,EGP,25-34,Partner,20241223,Premium,Active
37481,ACC00037481,3,EGP,45-54,Partner,20230914,Standard,Active
37482,ACC00037482,9,EGP,45-54,Referral,20240513,Business,Active
37483,ACC00037483,3,EGP,25-34,Google Ads,20240907,Standard,Active
37484,ACC00037484,14,EGP,18-24,Referral,20240516,Premium,Active
37485,ACC00037485,4,EGP,25-34,Referral,20241001,Premium,Active
37486,ACC00037486,1,EGP,18-24,Partner,20241130,Standard,Active
37487,ACC00037487,2,EGP,35-44,Organic,20230607,Standard,Dormant
37488,ACC00037488,3,EGP,18-24,Organic,20230309,Standard,Active
37489,ACC00037489,4,EGP,18-24,Paid Social,20241210,Standard,Active
37490,ACC00037490,16,EGP,25-34,Partner,20240324,Premium,Active
37491,ACC00037491,2,EGP,45-54,Referral,20230829,Standard,Active
37492,ACC00037492,1,EGP,25-34,Referral,20240427,Business,Active
37493,ACC00037493,1,EGP,25-34,Organic,20241219,Premium,Active
37494,ACC00037494,10,EGP,25-34,Paid Social,20230502,Standard,Suspended
37495,ACC00037495,6,EGP,45-54,Organic,20231109,Premium,Active
37496,ACC00037496,3,EGP,45-54,Paid Social,20230830,Standard,Dormant
37497,ACC00037497,1,USD,35-44,Organic,20230131,Premium,Active
37498,ACC00037498,1,EGP,55-64,Paid Social,20240621,Premium,Active
37499,ACC00037499,2,EGP,18-24,Partner,20240612,Standard,Closed
37500,ACC00037500,1,EGP,18-24,Partner,20241210,Standard,Active
37501,ACC00037501,17,EGP,18-24,Referral,20230213,Standard,Active
37502,ACC00037502,6,EGP,35-44,Google Ads,20230323,Premium,Active
37503,ACC00037503,1,EGP,18-24,Partner,20241019,Standard,Active
37504,ACC00037504,2,EGP,35-44,Branch,20240826,Standard,Active
37505,ACC00037505,7,EGP,25-34,Paid Social,20240131,Standard,Active
37506,ACC00037506,18,EGP,25-34,Branch,20240204,Standard,Active
37507,ACC00037507,1,EGP,55-64,Organic,20230306,Standard,Active
37508,ACC00037508,13,EGP,35-44,Paid Social,20230113,Standard,Active
37509,ACC00037509,1,EGP,25-34,Organic,20230811,Standard,Active
37510,ACC00037510,2,EGP,45-54,Referral,20240710,Business,Active
37511,ACC00037511,7,EGP,35-44,Referral,20231112,Standard,Active
37512,ACC00037512,2,EGP,25-34,Referral,20231113,Standard,Active
37513,ACC00037513,3,EGP,25-34,Referral,20241009,Standard,Active
37514,ACC00037514,3,EGP,18-24,Partner,20241111,Standard,Active
37515,ACC00037515,13,EGP,25-34,Influencer,20240310,Standard,Active
37516,ACC00037516,2,EGP,35-44,Paid Social,20240426,Standard,Active
37517,ACC00037517,2,EGP,35-44,Paid Social,20240503,Premium,Active
37518,ACC00037518,2,EGP,18-24,Google Ads,20240430,Standard,Active
37519,ACC00037519,14,EGP,25-34,Organic,20230806,Premium,Active
37520,ACC00037520,2,EGP,25-34,Organic,20230929,Standard,Active
37521,ACC00037521,2,EGP,35-44,Google Ads,20240318,Standard,Suspended
37522,ACC00037522,3,EGP,45-54,Referral,20240502,Standard,Active
37523,ACC00037523,2,USD,25-34,Influencer,20241110,Premium,Active
37524,ACC00037524,1,EGP,65+,Paid Social,20241203,Premium,Active
37525,ACC00037525,2,EGP,45-54,Partner,20230718,Premium,Active
37526,ACC00037526,1,EGP,18-24,Google Ads,20240919,Standard,Active
37527,ACC00037527,3,EGP,18-24,Referral,20230908,Standard,Dormant
37528,ACC00037528,1,EGP,25-34,Paid Social,20230630,Standard,Active
37529,ACC00037529,14,EGP,55-64,Organic,20240313,Standard,Active
37530,ACC00037530,3,EGP,35-44,Google Ads,20240725,Standard,Active
37531,ACC00037531,3,EGP,25-34,Branch,20241215,Standard,Active
37532,ACC00037532,6,EGP,55-64,Organic,20231216,Standard,Active
37533,ACC00037533,1,EGP,25-34,Organic,20230302,Standard,Active
37534,ACC00037534,14,EGP,25-34,Influencer,20231122,Standard,Active
37535,ACC00037535,1,EGP,18-24,Paid Social,20240720,Premium,Active
37536,ACC00037536,1,EGP,65+,Google Ads,20240723,Standard,Active
37537,ACC00037537,1,USD,18-24,Referral,20240512,Standard,Active
37538,ACC00037538,9,EUR,18-24,Influencer,20241209,Standard,Active
37539,ACC00037539,1,EGP,25-34,Paid Social,20241111,Business,Active
37540,ACC00037540,3,EGP,25-34,Paid Social,20240405,Standard,Active
37541,ACC00037541,2,EGP,25-34,Organic,20241107,Standard,Active
37542,ACC00037542,3,EGP,25-34,Google Ads,20231118,Premium,Suspended
37543,ACC00037543,2,EGP,55-64,Paid Social,20240704,Premium,Active
37544,ACC00037544,4,EGP,25-34,Organic,20240415,Standard,Active
37545,ACC00037545,17,EGP,35-44,Paid Social,20240207,Premium,Active
37546,ACC00037546,3,EGP,25-34,Branch,20231203,Standard,Active
37547,ACC00037547,11,EGP,25-34,Branch,20240611,Standard,Active
37548,ACC00037548,2,EGP,18-24,Influencer,20240313,Standard,Active
37549,ACC00037549,1,EGP,35-44,Referral,20230323,Standard,Active
37550,ACC00037550,1,EGP,55-64,Organic,20240327,Standard,Suspended
37551,ACC00037551,1,EGP,55-64,Organic,20240627,Premium,Active
37552,ACC00037552,2,EGP,25-34,Referral,20241012,Business,Active
37553,ACC00037553,2,EGP,45-54,Organic,20230808,Premium,Active
37554,ACC00037554,1,EGP,25-34,Partner,20241223,Premium,Active
37555,ACC00037555,9,EGP,35-44,Google Ads,20240903,Standard,Active
37556,ACC00037556,4,EGP,45-54,Organic,20230916,Standard,Active
37557,ACC00037557,7,EGP,25-34,Organic,20240213,Standard,Active
37558,ACC00037558,1,EGP,25-34,Organic,20240610,Premium,Active
37559,ACC00037559,3,EGP,25-34,Organic,20240426,Premium,Active
37560,ACC00037560,3,EGP,25-34,Paid Social,20240328,Standard,Active
37561,ACC00037561,1,EGP,45-54,Paid Social,20240101,Premium,Active
37562,ACC00037562,18,EGP,25-34,Referral,20241221,Standard,Active
37563,ACC00037563,19,USD,35-44,Organic,20240709,Premium,Active
37564,ACC00037564,3,EGP,18-24,Paid Social,20240708,Premium,Active
37565,ACC00037565,17,EGP,18-24,Organic,20231109,Standard,Active
37566,ACC00037566,2,EUR,55-64,Branch,20241123,Business,Active
37567,ACC00037567,2,EGP,35-44,Organic,20240509,Standard,Active
37568,ACC00037568,2,EGP,25-34,Organic,20240506,Standard,Active
37569,ACC00037569,2,EGP,25-34,Referral,20240109,Premium,Active
37570,ACC00037570,1,EGP,55-64,Branch,20230124,Standard,Active
37571,ACC00037571,1,EGP,35-44,Partner,20240827,Premium,Active
37572,ACC00037572,5,EGP,25-34,Referral,20240831,Premium,Active
37573,ACC00037573,1,EGP,25-34,Branch,20241217,Standard,Active
37574,ACC00037574,8,EUR,35-44,Referral,20240620,Business,Active
37575,ACC00037575,1,EGP,25-34,Paid Social,20230326,Standard,Active
37576,ACC00037576,2,EGP,18-24,Referral,20230822,Premium,Active
37577,ACC00037577,2,EGP,45-54,Paid Social,20240306,Standard,Active
37578,ACC00037578,12,EGP,25-34,Organic,20230710,Standard,Active
37579,ACC00037579,5,EGP,25-34,Referral,20240628,Standard,Active
37580,ACC00037580,3,EGP,25-34,Google Ads,20230426,Premium,Active
37581,ACC00037581,3,EGP,55-64,Partner,20230925,Standard,Active
37582,ACC00037582,1,EGP,35-44,Paid Social,20240110,Premium,Active
37583,ACC00037583,3,EGP,35-44,Organic,20240603,Standard,Active
37584,ACC00037584,13,EGP,35-44,Organic,20240412,Premium,Active
37585,ACC00037585,14,EGP,18-24,Organic,20231111,Standard,Active
37586,ACC00037586,1,EGP,18-24,Referral,20230910,Standard,Active
37587,ACC00037587,3,EGP,35-44,Paid Social,20230603,Standard,Dormant
37588,ACC00037588,3,EGP,25-34,Referral,20240905,Standard,Active
37589,ACC00037589,2,EGP,18-24,Paid Social,20240722,Standard,Active
37590,ACC00037590,1,EGP,25-34,Referral,20240530,Standard,Active
37591,ACC00037591,2,EUR,25-34,Paid Social,20231027,Premium,Active
37592,ACC00037592,1,EGP,35-44,Organic,20230609,Premium,Closed
37593,ACC00037593,3,EUR,25-34,Organic,20230503,Premium,Active
37594,ACC00037594,3,EGP,65+,Referral,20240210,Premium,Active
37595,ACC00037595,2,EGP,25-34,Organic,20230511,Premium,Dormant
37596,ACC00037596,5,EGP,25-34,Referral,20240621,Standard,Active
37597,ACC00037597,9,EGP,18-24,Branch,20230901,Standard,Suspended
37598,ACC00037598,5,EGP,35-44,Branch,20241125,Standard,Active
37599,ACC00037599,15,EGP,55-64,Referral,20230909,Standard,Active
37600,ACC00037600,3,EGP,35-44,Branch,20230819,Premium,Suspended
37601,ACC00037601,2,EGP,18-24,Referral,20241021,Standard,Active
37602,ACC00037602,2,EGP,25-34,Organic,20240229,Business,Active
37603,ACC00037603,3,EGP,25-34,Organic,20241225,Premium,Active
37604,ACC00037604,6,EGP,18-24,Referral,20241001,Standard,Active
37605,ACC00037605,1,EGP,65+,Paid Social,20240125,Standard,Active
37606,ACC00037606,5,EGP,35-44,Branch,20240729,Premium,Active
37607,ACC00037607,1,EGP,18-24,Influencer,20230908,Standard,Active
37608,ACC00037608,1,EGP,18-24,Branch,20241227,Standard,Active
37609,ACC00037609,2,EGP,45-54,Google Ads,20240828,Premium,Active
